Subject,Level,TrialNo,Pred,Early.Late,Right.Wrong,Length,SoundFile,QuLength,CharacterLength,QuOnset,QuOffset,Response Onset,RT.s,QuLength.ms,CharacterLength.ms,QuOnset.ms,QuOffset.ms,ResponseOnset.ms,RT.ms,Response,Accuracy,Comments
39,Beach,12,Pred,late,wrong,Short,chase_late_p,2.249301594,0.627263475,3.677465668,5.926767262,7.134735654,1.207968392,2249.301594,627.2634751,3677.465668,5926.767262,7134.735654,1207.968392,n,1,
39,Beach,13,Pred,late,right,Long,curiousgeorge_late_p,3.273859123,1.233369085,3.705097131,6.978956255,7.063993729,0.085037474,3273.859123,1233.369085,3705.097131,6978.956255,7063.993729,85.037474,y,1,
39,Beach,14,Pred,early,wrong,Short,boots_early_p,2.538191133,0.831364711,3.704088728,6.242279861,6.889370865,0.647091005,2538.191133,831.3647108,3704.088728,6242.279861,6889.370865,647.0910047,n,1,
39,Beach,15,Pred,late,right,Short,po_late_p,2.413269145,0.387462524,4.732045282,7.145314426,7.945146042,0.799831615,2413.269145,387.4625238,4732.045282,7145.314426,7945.146042,799.8316154,y,1,
39,Beach,16,Pred,early,right,Short,jake_early_p,2.660117277,0.870945436,3.684412715,6.344529992,6.936125623,0.591595632,2660.117277,870.9454364,3684.412715,6344.529992,6936.125623,591.5956318,y,1,
39,Beach,17,Pred,early,wrong,Long,firemansam_early_p,3.078328358,0.792289834,3.721817574,6.800145932,7.585717123,0.785571191,3078.328358,792.2898343,3721.817574,6800.145932,7585.717123,785.571191,n,1,
39,Beach,18,Pred,late,wrong,Short,belle_late_p,2.111682671,0.412969374,3.747855856,5.859538526,6.895841773,1.036303247,2111.682671,412.9693737,3747.855856,5859.538526,6895.841773,1036.303247,n,1,
39,Beach,19,Pred,late,right,Long,firemansam_late_p,2.794489049,0.886167419,3.694365451,6.488854501,6.808492266,0.319637766,2794.489049,886.1674195,3694.365451,6488.854501,6808.492266,319.6377656,y,1,
39,Beach,20,Pred,early,right,Long,mummypig_early_p,2.837789413,0.797980276,3.697774458,6.535563871,7.356478952,0.820915082,2837.789413,797.9802763,3697.774458,6535.563871,7356.478952,820.915082,y,1,
39,Beach,21,Pred,late,right,Short,skye_late_p,2.253909236,0.56937529,3.669671991,5.923581227,6.372842593,0.449261366,2253.909236,569.3752899,3669.671991,5923.581227,6372.842593,449.2613657,y,1,
39,Beach,22,Pred,early,wrong,Short,po_early_p,2.568358472,0.874023941,3.636107486,6.204465957,6.735022645,0.530556688,2568.358472,874.0239408,3636.107486,6204.465957,6735.022645,530.5566877,n,1,
